,year,gender,rank,country,name,time,notes
46,munich-1972,men,47,IRL,donie walsh,2:31:12.00,
47,munich-1972,men,48,COL,alvaro mejia flores,2:31:56.40,
48,munich-1972,men,49,PRK,man hyong ryu,2:32:29.40,
49,munich-1972,men,50,ESP,carlos perez alonso,2:33:22.60,
50,munich-1972,men,51,MEX,rafael tadeo polomares,2:35:48.40,
51,munich-1972,men,52,COL,víctor mora,2:37:34.60,
52,munich-1972,men,53,ARG,fernando molina,2:38:18.60,
53,munich-1972,men,54,GUA,julio f. quevedo elias,2:40:38.60,
54,munich-1972,men,55,ARG,ramon cabrera,2:42:37.20,
55,munich-1972,men,56,MAW,matthews kambale,2:45:50.00,
56,munich-1972,men,57,MYA,thein hla,2:48:53.20,
57,munich-1972,men,58,BOL,ricardo condorri,2:56:11.40,
58,munich-1972,men,59,UGA,fulgence rwabu,2:57:04.40,
59,munich-1972,men,60,NEP,bhakta bahadur sapkota,2:57:58.80,
60,munich-1972,men,61,BOL,crispin quispe,3:07:22.80,
61,munich-1972,men,62,HAI,maurice charlotin,3:29:21.00,
62,munich-1972,men,,ARG,nazario araujo,None,Did not finish
63,munich-1972,men,,FIN,pekka matti tiihonen,None,Did not finish
64,munich-1972,men,,BOL,juvenal rocha,None,Did not finish
65,munich-1972,men,,SOM,jama awil aden,None,Did not finish
66,munich-1972,men,,BEL,gaston roelants,None,Did not finish
67,munich-1972,men,,SRI,lucien rosa,None,Did not finish
68,munich-1972,men,,TAN,julius wakachu,None,Did not finish
69,munich-1972,men,,TUR,ismail akcay,None,Did not finish
70,munich-1972,men,,NEP,jit bahadur khatri chhetri,None,Did not finish
71,munich-1972,men,,NCA,rudolfo gomez,None,Did not finish
72,munich-1972,men,,KEN,richard juma,None,Did not finish
73,munich-1972,men,,SUD,shag musa medani,None,Did not finish
74,munich-1972,men,,TCH,josef jansky,None,Did not start
75,munich-1972,men,,TUR,huseyin aktas,None,Did not start
0,mexico-city-1968,men,G,ETH,mamo wolde,2:20:26.40,
1,mexico-city-1968,men,S,JPN,kenji kimihara,2:23:31.00,
2,mexico-city-1968,men,B,NZL,michael robert ryan,2:23:45.00,
3,mexico-city-1968,men,4,TUR,ismail akcay,2:25:18.80,
4,mexico-city-1968,men,5,GBR,william arthur adcocks,2:25:33.00,
5,mexico-city-1968,men,6,ETH,gebru merawi,2:27:16.80,
6,mexico-city-1968,men,7,AUS,derek clayton,2:27:23.80,
7,mexico-city-1968,men,8,GBR,timothy frederick johnston,2:28:04.40,
8,mexico-city-1968,men,9,JPN,akio usami,2:28:06.20,
9,mexico-city-1968,men,10,CAN,andrew boychuk,2:28:40.20,
10,mexico-city-1968,men,11,BEL,gaston roelants,2:29:04.80,
11,mexico-city-1968,men,12,IRL,patrick joseph mcmahon,2:29:21.00,
12,mexico-city-1968,men,13,MEX,alfredo penaloza,2:29:48.80,
13,mexico-city-1968,men,14,USA,kenneth clark moore,2:29:49.40,
14,mexico-city-1968,men,15,GDR,jürgen busch,2:30:42.60,
15,mexico-city-1968,men,16,USA,george l. young,2:31:15.00,
16,mexico-city-1968,men,17,FRG,manfred steffny,2:31:23.80,
17,mexico-city-1968,men,18,MYA,sumbwegam thin,2:32:22.00,
18,mexico-city-1968,men,19,KEN,nabiba naftali temu,2:32:36.00,
19,mexico-city-1968,men,20,BEL,maurice peiren,2:32:49.00,
20,mexico-city-1968,men,21,ITA,antonio ambu,2:33:19.60,
21,mexico-city-1968,men,22,USA,ronald h. daws,2:33:53.00,
22,mexico-city-1968,men,23,FRG,karlheinz sievers,2:34:11.80,
23,mexico-city-1968,men,24,HUN,gyula toth,2:34:49.00,
24,mexico-city-1968,men,25,TUR,huseyin aktas,2:35:09.50,
25,mexico-city-1968,men,26,MEX,pablo garrido lugo,2:35:47.80,
26,mexico-city-1968,men,27,NED,adrianus johannes steylen,2:37:42.00,
27,mexico-city-1968,men,28,URS,anatoli sukharkov,2:38:07.40,
28,mexico-city-1968,men,29,KOR,myung-jung lee,2:38:52.20,
29,mexico-city-1968,men,30,BUL,ivaylo sharankov,2:39:49.60,
30,mexico-city-1968,men,31,ITA,gioacchino de palma,2:39:58.20,
31,mexico-city-1968,men,32,SUI,josef gwerder,2:40:16.00,
32,mexico-city-1968,men,33,FRG,hubert riesner,2:41:29.00,
33,mexico-city-1968,men,34,DEN,georg bruno meyer olsen,2:42:24.60,
34,mexico-city-1968,men,35,ZAM,douglas zinkala,2:42:51.00,
35,mexico-city-1968,men,36,CHI,ezequiel baeza,2:43:15.60,
36,mexico-city-1968,men,37,NZL,david closs mckenzie,2:43:36.60,
37,mexico-city-1968,men,38,KOR,bong-lee kim,2:43:56.00,
38,mexico-city-1968,men,39,GUA,carlos cuque,2:45:20.40,
39,mexico-city-1968,men,40,ZAM,godwin kalimbwe,2:45:26.80,
40,mexico-city-1968,men,41,IRL,michael molloy,2:48:13.60,
41,mexico-city-1968,men,42,BUL,nikolai simeonov,2:48:30.40,
42,mexico-city-1968,men,43,AUS,john farrington,2:50:16.80,
43,mexico-city-1968,men,44,SUI,helmut kunisch,2:50:58.20,
44,mexico-city-1968,men,45,SLE,albert massaquoi,2:52:28.00,
45,mexico-city-1968,men,46,KOR,sang-hoon lee,2:52:46.20,
46,mexico-city-1968,men,47,MYA,thein hla,2:54:03.60,
47,mexico-city-1968,men,48,KEN,paul mose,2:55:17.00,
48,mexico-city-1968,men,49,PHI,benjamin silva-netto,2:56:19.40,
49,mexico-city-1968,men,50,GUY,harry prowell,2:57:01.40,
50,mexico-city-1968,men,51,SRI,wimalasena perera,2:59:05.80,
51,mexico-city-1968,men,52,GUA,fulgencio hernandez car,3:00:40.20,
52,mexico-city-1968,men,53,ECU,gustavo gutierrez,3:03:07.00,
53,mexico-city-1968,men,54,NGR,martin ande,3:03:47.60,
54,mexico-city-1968,men,55,UGA,mustafa musa,3:04:53.80,
55,mexico-city-1968,men,56,ZAM,enoch muemba,3:06:16.00,
56,mexico-city-1968,men,57,TAN,john stephen akhwari,3:25:17.00,
57,mexico-city-1968,men,,SUI,edgar friedl,None,Did not finish
58,mexico-city-1968,men,,KUW,mraljeb ayed mansoor,None,Did not finish
59,mexico-city-1968,men,,URS,mukhamed sadyk shakirov,None,Did not finish
60,mexico-city-1968,men,,KUW,saoud obaid daifallah,None,Did not finish
61,mexico-city-1968,men,,ESP,carlos perez alonso,None,Did not finish
62,mexico-city-1968,men,,GBR,james noel carroll alder,None,Did not finish
63,mexico-city-1968,men,,JPN,seiichiro sasaki,None,Did not finish
64,mexico-city-1968,men,,CAN,jerome drayton,None,Did not finish
65,mexico-city-1968,men,,FRA,guy texereau,None,Did not finish
66,mexico-city-1968,men,,YUG,nedo farcic,None,Did not finish
67,mexico-city-1968,men,,FRA,rene christian combes,None,Did not finish
68,mexico-city-1968,men,,URU,armando gonzalez iguini,None,Did not finish
69,mexico-city-1968,men,,ETH,abebe bikila,None,Did not finish
70,mexico-city-1968,men,,CRC,juan rafael angel perez cordoba,None,Did not finish
71,mexico-city-1968,men,,HUN,lajos mecser,None,Did not finish
72,mexico-city-1968,men,,HUN,jozsef suto,None,Did not finish
73,mexico-city-1968,men,,MEX,jose garcia caspar,None,Did not finish
74,mexico-city-1968,men,,FIN,pentti juhani rummakko,None,Did not finish
75,mexico-city-1968,men,,COL,hernan barreneche,None,Did not start
76,mexico-city-1968,men,,FIN,jouko kuha,None,Did not start
77,mexico-city-1968,men,,ITA,ettore milone,None,Did not start
78,mexico-city-1968,men,,URS,yury volkov,None,Did not start
79,mexico-city-1968,men,,NED,ton eykenboom,None,Did not start
80,mexico-city-1968,men,,GDR,jurgen haase,None,Did not start
81,mexico-city-1968,men,,POL,edward stawiarz,None,Did not start
82,mexico-city-1968,men,,TUN,mohamed gammoudi,None,Did not start
0,tokyo-1964,men,G,ETH,abebe bikila,2:12:11.20,
1,tokyo-1964,men,S,GBR,benjamin basil heatley,2:16:19.20,
2,tokyo-1964,men,B,JPN,kokichi tsuburaya,2:16:22.80,
3,tokyo-1964,men,4,GBR,brian leonard kilby,2:17:02.40,
4,tokyo-1964,men,5,HUN,jozsef suto,2:17:55.80,
5,tokyo-1964,men,6,USA,leonard graves edelen,2:18:12.40,
6,tokyo-1964,men,7,BEL,aurele van den driessche,2:18:42.60,
7,tokyo-1964,men,8,JPN,kenji kimihara,2:19:49.00,
8,tokyo-1964,men,9,AUS,ronald clarke,2:20:26.80,
9,tokyo-1964,men,10,ETH,demisse wolde,2:21:25.20,
10,tokyo-1964,men,11,KOR,sang-hoon lee,2:22:02.80,
11,tokyo-1964,men,12,MAR,bakir ben aissa,2:22:27.00,
12,tokyo-1964,men,13,FIN,eino ilmari oksanen,2:22:36.00,
13,tokyo-1964,men,14,USA,billy mills,2:22:55.40,
14,tokyo-1964,men,15,JPN,toru terasawa,2:23:09.00,
15,tokyo-1964,men,16,KOR,yun-bum kim,2:24:40.60,
16,tokyo-1964,men,17,ITA,giorgio jegher,2:24:45.20,
17,tokyo-1964,men,18,TCH,vaclav chudomel,2:24:46.80,
18,tokyo-1964,men,19,GBR,ronald hill,2:25:34.40,
19,tokyo-1964,men,20,FIN,paavo kalervo pyystynen,2:26:00.60,
20,tokyo-1964,men,21,MEX,fidel negrete gamboa,2:26:07.00,
21,tokyo-1964,men,22,URS,nikolai tikhomirov,2:26:07.40,
22,tokyo-1964,men,23,USA,peter joseph mcardle,2:26:24.40,
23,tokyo-1964,men,24,GER,heinrich hagen,2:26:39.80,
24,tokyo-1964,men,25,TCH,pavel kantorek,2:26:47.20,
25,tokyo-1964,men,26,URS,nikolai abramov,2:27:09.40,
26,tokyo-1964,men,27,NZL,raymond leslie puckett,2:27:34.00,
27,tokyo-1964,men,28,FIN,eino olavi valle,2:27:34.80,
28,tokyo-1964,men,29,NZL,jeffrey lynn julian,2:27:57.60,
29,tokyo-1964,men,30,CHI,ricardo vidal,2:28:01.60,
30,tokyo-1964,men,31,AUS,robert andrew vagg,2:28:41.00,
31,tokyo-1964,men,32,SUI,guido vogele,2:29:17.80,
32,tokyo-1964,men,33,IND,balkrishan akotkar,2:29:27.40,
33,tokyo-1964,men,34,LUX,jean aniset,2:29:52.60,
34,tokyo-1964,men,35,MYA,sumbwegam thin,2:30:35.80,
35,tokyo-1964,men,36,ROU,constantin grecescu,2:30:42.60,
36,tokyo-1964,men,37,HUN,janos pinter,2:30:50.20,
37,tokyo-1964,men,38,GER,gerhard honicke,2:33:23.00,
38,tokyo-1964,men,39,GER,manfred naumann,2:33:42.00,
39,tokyo-1964,men,40,ITA,antonio ambu,2:34:37.60,
40,tokyo-1964,men,41,SUI,oscar leupi,2:35:05.40,
41,tokyo-1964,men,42,NZL,ivan keats,2:36:16.80,
42,tokyo-1964,men,43,IND,harbans lal,2:37:05.80,
43,tokyo-1964,men,44,POR,armando aldegalega,2:38:02.20,
44,tokyo-1964,men,45,KEN,chrisantus nyakwayo,2:38:38.60,
45,tokyo-1964,men,46,ZAM,constantino kapambwe,2:39:28.40,
46,tokyo-1964,men,47,TAN,omari abdallah,2:40:06.00,
47,tokyo-1964,men,48,PAK,muhammad youssef,2:40:46.00,
48,tokyo-1964,men,49,KEN,nabiba naftali temu,2:40:46.60,
49,tokyo-1964,men,50,KOR,hyeong-gyeol ju,2:41:08.20,
50,tokyo-1964,men,51,ZIM,mathias kanda,2:41:09.00,
51,tokyo-1964,men,52,AUS,anthony cook,2:42:03.60,
52,tokyo-1964,men,53,MEX,victor peralta jimenez,2:44:23.60,
53,tokyo-1964,men,54,ZAM,trev haynes,2:45:08.60,
54,tokyo-1964,men,55,PUR,abraham fornes,2:46:22.60,
55,tokyo-1964,men,56,ZIM,robson mrombe,2:49:30.80,
56,tokyo-1964,men,57,ZAM,laurent daniel chifita,2:51:53.20,
57,tokyo-1964,men,58,THA,chanom sirirangsri,2:59:25.60,
58,tokyo-1964,men,,IRL,james joseph hogan,None,Did not finish
59,tokyo-1964,men,,NEP,ganga bahadur thapa,None,Did not finish
60,tokyo-1964,men,,NEP,bhupendra silwal,None,Did not finish
61,tokyo-1964,men,,URS,viktor baikov,None,Did not finish
62,tokyo-1964,men,,TUN,mohamed hadheb hannachi,None,Did not finish
63,tokyo-1964,men,,KEN,andrew soi,None,Did not finish
64,tokyo-1964,men,,ARG,osvaldo roberto suarez,None,Did not finish
65,tokyo-1964,men,,ETH,mamo wolde,None,Did not finish
66,tokyo-1964,men,,TUN,hedhili ben boubaker,None,Did not finish
67,tokyo-1964,men,,VNM,nguyen van ly,None,Did not finish
68,tokyo-1964,men,,BOL,alberto garabito,None,Did not start
69,tokyo-1964,men,,BOL,alejo montano,None,Did not start
70,tokyo-1964,men,,FRA,jean-louis brugier,None,Did not start
71,tokyo-1964,men,,LBA,suliman fighi hassan,None,Did not start
72,tokyo-1964,men,,ROU,dumitru chitoban,None,Did not start
73,tokyo-1964,men,,CAN,bruce kidd,None,Did not start
74,tokyo-1964,men,,HUN,lajos mecser,None,Did not start
75,tokyo-1964,men,,MAD,jean randrianjatovo,None,Did not start
76,tokyo-1964,men,,PRK,man hyong ryu,None,Did not start
77,tokyo-1964,men,,SRI,ranatunge j. karunananda,None,Did not start
78,tokyo-1964,men,,TUN,mohamed gammoudi,None,Did not start
0,melbourne-1956,men,G,FRA,alain mimoun,2:25:00.00,
1,melbourne-1956,men,S,YUG,franjo mihalic,2:26:32.00,
2,melbourne-1956,men,B,FIN,veikko leo karvonen,2:27:47.00,
3,melbourne-1956,men,4,KOR,chang-hoon lee,2:28:45.00,
4,melbourne-1956,men,5,JPN,yoshiaki kawashima,2:29:19.00,
5,melbourne-1956,men,6,TCH,emil zatopek,2:29:34.00,
6,melbourne-1956,men,7,URS,ivan filin,2:30:37.00,
7,melbourne-1956,men,8,SWE,evert nyberg,2:31:12.00,
8,melbourne-1956,men,9,SWE,thomas nilsson,2:33:33.00,
9,melbourne-1956,men,10,FIN,eino ilmari oksanen,2:36:10.00,
10,melbourne-1956,men,11,SWE,arnold vaide,2:36:21.00,
11,melbourne-1956,men,12,KOR,choong-sik choi,2:36:53.00,
12,melbourne-1956,men,13,FIN,paavo edvard kotila,2:38:59.00,
13,melbourne-1956,men,14,RSA,mercer john davies,2:39:48.00,
14,melbourne-1956,men,15,GBR,henry john hicks,2:39:55.00,
15,melbourne-1956,men,16,JPN,hideo hamamura,2:40:53.00,
16,melbourne-1956,men,17,NZL,albert william richards,2:41:34.00,
17,melbourne-1956,men,18,AUS,john frederick russell,2:41:44.00,
18,melbourne-1956,men,19,GER,lothar beckert,2:42:10.00,
19,melbourne-1956,men,20,USA,nicholas costes,2:42:20.00,
20,melbourne-1956,men,21,USA,john joseph kelley,2:43:40.00,
21,melbourne-1956,men,22,PAK,muhammad havildar aslam,2:44:33.00,
22,melbourne-1956,men,23,AUT,adolf gruber,2:46:20.00,
23,melbourne-1956,men,24,BEL,aurele van den driessche,2:47:18.00,
24,melbourne-1956,men,25,AUS,keith ollerenshaw,2:48:12.00,
25,melbourne-1956,men,26,MYA,naw myintung,2:49:32.00,
26,melbourne-1956,men,27,TCH,pavel kantorek,2:52:05.00,
27,melbourne-1956,men,28,GER,kurt hartung,2:52:14.00,
28,melbourne-1956,men,29,ETH,bashay feleke,2:53:37.00,
29,melbourne-1956,men,30,PAK,abdul rashid,2:57:47.00,
30,melbourne-1956,men,31,KEN,kanuti sum,2:58:42.00,
31,melbourne-1956,men,32,ETH,gebre birkay,2:58:49.00,
32,melbourne-1956,men,33,JPN,kurao hiroshima,3:04:17.00,
33,melbourne-1956,men,,URS,boris grishayev,None,Did not finish
34,melbourne-1956,men,,RSA,jan barnard,None,Did not finish
35,melbourne-1956,men,,AUS,leslie john perry,None,Did not finish
36,melbourne-1956,men,,GBR,fred norris,None,Did not finish
37,melbourne-1956,men,,URS,albert ivanov,None,Did not finish
38,melbourne-1956,men,,KOR,hwa-dong im,None,Did not finish
39,melbourne-1956,men,,CHI,juan silva,None,Did not finish
40,melbourne-1956,men,,GBR,ronald sydney clark,None,Did not finish
41,melbourne-1956,men,,GER,klaus porbadnik,None,Did not finish
42,melbourne-1956,men,,ITA,rino lavelli,None,Did not finish
43,melbourne-1956,men,,CHI,eduardo fontecilla,None,Did not finish
44,melbourne-1956,men,,USA,dean allan thackwray,None,Did not finish
45,melbourne-1956,men,,IRI,ali baghbanbashi,None,Did not finish
46,melbourne-1956,men,,PUR,rudy mendez,None,Did not start
47,melbourne-1956,men,,ETH,demissie gamatcho,None,Did not start
0,helsinki-1952,men,G,TCH,emil zatopek,2:23:03.20,
1,helsinki-1952,men,S,ARG,reinaldo gorno,2:25:35.00,
2,helsinki-1952,men,B,SWE,gustaf jansson,2:26:07.00,
3,helsinki-1952,men,4,KOR,yoon-chil choi,2:26:36.00,
4,helsinki-1952,men,5,FIN,veikko leo karvonen,2:26:41.80,
5,helsinki-1952,men,6,ARG,delfo cabrera,2:26:42.40,
6,helsinki-1952,men,7,HUN,jozsef dobronyi,2:28:04.80,
7,helsinki-1952,men,8,FIN,erkki mikael puolakka,2:29:35.00,
8,helsinki-1952,men,9,GBR,geoffrey lionel iden,2:30:42.00,
9,helsinki-1952,men,10,RSA,wallace henry hayward,2:31:50.20,
10,helsinki-1952,men,11,RSA,thomas sidney andrew luyt,2:32:41.00,
11,helsinki-1952,men,12,SWE,gustav östling,2:32:48.40,
12,helsinki-1952,men,13,USA,victor f. dyrgall,2:32:52.40,
13,helsinki-1952,men,14,CHI,luis celedon,2:33:45.80,
14,helsinki-1952,men,15,NED,janus van der zande,2:33:50.00,
15,helsinki-1952,men,16,NOR,viktor olsen,2:33:58.40,
16,helsinki-1952,men,17,FIN,mikko hietanen,2:34:01.00,
17,helsinki-1952,men,18,BEL,charles paul dewachtere,2:34:32.00,
18,helsinki-1952,men,19,RSA,william charles keith,2:34:38.00,
19,helsinki-1952,men,20,URS,yakov moskachenkov,2:34:43.80,
20,helsinki-1952,men,21,HUN,mihaly esztergomi,2:35:10.00,
21,helsinki-1952,men,22,GUA,doroteo flores,2:35:40.00,
22,helsinki-1952,men,23,BEL,jean maurice simonet,2:35:43.00,
23,helsinki-1952,men,24,NOR,jacob kjersem,2:36:14.00,
24,helsinki-1952,men,25,JPN,katsuo nishida,2:36:19.00,
25,helsinki-1952,men,26,JPN,keizo yamada,2:38:11.20,
26,helsinki-1952,men,27,URS,feodosi vanin,2:38:22.00,
27,helsinki-1952,men,28,URS,grigory suchkov,2:38:28.80,
28,helsinki-1952,men,29,SWE,henry norrstrom,2:38:57.40,
29,helsinki-1952,men,30,GER,dietrich (dieter) engelhardt,2:39:37.20,
30,helsinki-1952,men,31,ROU,cristea dinu,2:39:42.20,
31,helsinki-1952,men,32,BEL,jean leblond,2:40:37.00,
32,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,
33,helsinki-1952,men,34,NOR,john systad,2:41:29.80,
34,helsinki-1952,men,35,TCH,jaroslav sourek,2:41:40.40,
35,helsinki-1952,men,36,USA,tom jones,2:42:50.00,
36,helsinki-1952,men,37,AUS,bob prentice,2:43:13.40,
37,helsinki-1952,men,38,PAK,muhammad havildar aslam,2:43:38.20,
38,helsinki-1952,men,39,AUT,adolf gruber,2:45:02.00,
39,helsinki-1952,men,40,CAN,paul albert collins,2:45:58.00,
40,helsinki-1952,men,41,ROU,vasile teodosiu,2:46:00.80,
41,helsinki-1952,men,42,DEN,erik gunnar simonsen,2:46:41.40,
42,helsinki-1952,men,43,GER,ludwig warnemunde,2:50:00.00,
43,helsinki-1952,men,44,USA,ted corbitt,2:51:09.00,
44,helsinki-1952,men,45,AUS,claude smeal,2:52:23.00,
45,helsinki-1952,men,46,ITA,asfo bussotti,2:52:55.00,
46,helsinki-1952,men,47,POL,winand osinski,2:54:38.20,
47,helsinki-1952,men,48,DEN,svend erik olaf sorensen,2:55:21.00,
48,helsinki-1952,men,49,IRL,joseph west,2:56:22.80,
49,helsinki-1952,men,50,SUI,rudolf morgenthaler,2:56:33.00,
50,helsinki-1952,men,51,EGY,hassan abdel gani abdelfattah,2:56:56.00,
51,helsinki-1952,men,52,IND,surat singh matur,2:58:09.20,
52,helsinki-1952,men,53,ITA,artidoro berti,2:58:36.20,
53,helsinki-1952,men,,TUR,ahmet aytar,None,Did not finish
54,helsinki-1952,men,,PAK,muhammad ben aras,None,Did not finish
55,helsinki-1952,men,,FRA,lionel charles r. billas,None,Did not finish
56,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish
57,helsinki-1952,men,,GBR,stanley ernest walter cox,None,Did not finish
58,helsinki-1952,men,,ARG,corsino fernandez,None,Did not finish
59,helsinki-1952,men,,CHI,raúl inostroza,None,Did not finish
60,helsinki-1952,men,,YUG,franjo krajcar,None,Did not finish
61,helsinki-1952,men,,ITA,egilberto martufi,None,Did not finish
62,helsinki-1952,men,,GBR,james henry peters,None,Did not finish
63,helsinki-1952,men,,ROU,constantin radu,None,Did not finish
64,helsinki-1952,men,,JPN,yoshitaka uchikawa,None,Did not finish
65,helsinki-1952,men,,GUA,luis velasquez,None,Did not finish
66,helsinki-1952,men,,AUS,leslie john perry,None,Did not start
67,helsinki-1952,men,,SUI,hans frischknecht,None,Did not start
0,london-1948,men,G,ARG,delfo cabrera,2:34:51.60,
1,london-1948,men,S,GBR,thomas john henry richards,2:35:07.60,
2,london-1948,men,B,BEL,etienne gailly,2:35:33.60,
3,london-1948,men,4,RSA,johannes lodewyk coleman,2:36:06.00,
4,london-1948,men,5,ARG,eusebio c. guinez,2:36:36.00,
5,london-1948,men,6,RSA,thomas sidney andrew luyt,2:38:11.00,
6,london-1948,men,7,SWE,gustav östling,2:38:40.60,
7,london-1948,men,8,NOR,john systad,2:38:41.00,
8,london-1948,men,9,ARG,alberto sensini,2:39:30.00,
9,london-1948,men,10,DEN,henning karl larsen,2:41:22.00,
10,london-1948,men,11,FIN,viljo heino,2:41:32.00,
11,london-1948,men,12,SWE,anders melin,2:42:20.00,
12,london-1948,men,13,FIN,jussi kurikkala,2:42:48.00,
13,london-1948,men,14,USA,theodore john vogel,2:45:27.00,
14,london-1948,men,15,CHI,enrique inostroza,2:47:48.00,
15,london-1948,men,16,CAN,lloyd evans,2:48:07.00,
16,london-1948,men,17,CAN,gerard cote,2:48:31.00,
17,london-1948,men,18,GRE,stelios kyriakidis,2:49:00.00,
18,london-1948,men,19,HUN,jozsef kiss,2:50:20.00,
19,london-1948,men,20,TUR,şevki koru,2:51:07.00,
20,london-1948,men,21,USA,john adelbert kelley,2:51:56.00,
21,london-1948,men,22,SUI,kaspar schiesser,2:52:09.00,
22,london-1948,men,23,CAN,walter a. fedorick,2:52:12.00,
23,london-1948,men,24,USA,aulis olavi manninen,2:56:49.00,
24,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,
25,london-1948,men,26,IRL,frank mulvihill,2:57:35.00,
26,london-1948,men,27,KOR,yun-bok su,2:59:36.00,
27,london-1948,men,28,SWE,sven hakansson,3:00:09.00,
28,london-1948,men,29,SUI,jakob jutz,3:03:55.00,
29,london-1948,men,30,GBR,stanley f. jones,3:09:16.00,
30,london-1948,men,,KOR,yoon-chil choi,None,Did not finish
31,london-1948,men,,FRA,arsene piesset,None,Did not finish
32,london-1948,men,,GRE,athanasios ragazos,None,Did not finish
33,london-1948,men,,CHN,wenao luo,None,Did not finish
34,london-1948,men,,GBR,john thomas holden,None,Did not finish
35,london-1948,men,,SUI,hans frischknecht,None,Did not finish
36,london-1948,men,,IND,chhota singh,None,Did not finish
37,london-1948,men,,FRA,rene josset,None,Did not finish
38,london-1948,men,,FIN,mikko hietanen,None,Did not finish
39,london-1948,men,,ITA,salvatore constantino,None,Did not finish
40,london-1948,men,,FRA,pierre cousin,None,Did not finish
41,london-1948,men,,ESP,josé maría blay,None,Did not start
42,london-1948,men,,LUX,charles heirendt,None,Did not start
43,london-1948,men,,HUN,istvan simon,None,Did not start
0,berlin-1936,men,G,JPN,kitei son,2:29:19.20,
1,berlin-1936,men,S,GBR,ernest harper,2:31:23.20,
2,berlin-1936,men,B,JPN,shoryu nan,2:31:42.00,
3,berlin-1936,men,4,FIN,erkki jaakko tamila,2:32:45.00,
4,berlin-1936,men,5,FIN,väinö muinonen,2:33:46.00,
5,berlin-1936,men,6,RSA,johannes lodewyk coleman,2:36:17.00,
6,berlin-1936,men,7,GBR,donald mcnab robertson,2:37:06.20,
7,berlin-1936,men,8,RSA,henry alfred gibson,2:38:04.00,
8,berlin-1936,men,9,FIN,mauno asarias tarkiainen,2:39:33.00,
9,berlin-1936,men,10,SWE,thore enochsson,2:43:12.00,
10,berlin-1936,men,11,GRE,stelios kyriakidis,2:43:20.00,
11,berlin-1936,men,12,FRA,nouba khaleb,2:45:34.00,
12,berlin-1936,men,13,SWE,henry palme,2:46:08.40,
13,berlin-1936,men,14,AUT,franz tuschek,2:46:29.00,
14,berlin-1936,men,15,CAN,jimmy bartlett,2:48:21.40,
15,berlin-1936,men,16,FRA,françois duval,2:48:39.80,
16,berlin-1936,men,17,POR,manuel dias,2:49:00.00,
17,berlin-1936,men,18,USA,john adelbert kelley,2:49:32.40,
18,berlin-1936,men,19,TCH,miloslav lunak,2:50:26.00,
19,berlin-1936,men,20,BEL,felix meekens,2:51:19.00,
20,berlin-1936,men,21,TCH,jan takac,2:51:20.00,
21,berlin-1936,men,22,AUT,rudolf wöber,2:51:28.00,
22,berlin-1936,men,23,ROU,ludovic gall,2:55:02.00,
23,berlin-1936,men,24,BEL,robert nevens,2:55:51.00,
24,berlin-1936,men,25,DEN,anders hartington andersen,2:56:31.00,
25,berlin-1936,men,26,PER,gabriel mendoza,2:57:17.80,
26,berlin-1936,men,27,RSA,thomas forcer lalande,2:57:20.00,
27,berlin-1936,men,28,LAT,arturs mottmillers,2:58:02.00,
28,berlin-1936,men,29,GER,eduard brasecke,2:59:33.40,
29,berlin-1936,men,30,CAN,percival wyer,3:00:11.00,
30,berlin-1936,men,31,FRA,fernand le heurteur,3:01:11.00,
31,berlin-1936,men,32,AUT,wilhelm rothmayer,3:02:32.00,
32,berlin-1936,men,33,POL,bronislaw gancarz,3:03:11.00,
33,berlin-1936,men,34,SUI,max beer,3:06:26.00,
34,berlin-1936,men,35,PER,guillermo suarez,3:08:18.00,
35,berlin-1936,men,36,BUL,boris haralampiev,3:08:53.80,
36,berlin-1936,men,37,IND,arul c.s. swami,3:10:44.00,
37,berlin-1936,men,38,TCH,josef sulc,3:11:47.40,
38,berlin-1936,men,39,SUI,franz eha,3:18:17.00,
39,berlin-1936,men,40,CHN,zhenglin wang,3:25:36.40,
40,berlin-1936,men,41,YUG,stane sporn,3:30:47.00,
41,berlin-1936,men,42,PER,josé farias rios,3:33:24.00,
42,berlin-1936,men,,CHI,juan acosta,None,Did not finish
43,berlin-1936,men,,GER,franz barsicke,None,Did not finish
44,berlin-1936,men,,USA,tarzan brown,None,Did not finish
45,berlin-1936,men,,ITA,giannino bulzone,None,Did not finish
46,berlin-1936,men,,GER,paul de bruyn,None,Did not finish
47,berlin-1936,men,,POL,kazimierz fialka,None,Did not finish
48,berlin-1936,men,,ITA,aurelio genghini,None,Did not finish
49,berlin-1936,men,,USA,billy mcmahon,None,Did not finish
50,berlin-1936,men,,POR,jaime mendes,None,Did not finish
51,berlin-1936,men,,GBR,bert norris,None,Did not finish
52,berlin-1936,men,,ARG,luis oliva,None,Did not finish
53,berlin-1936,men,,JPN,tamao shiwaku,None,Did not finish
54,berlin-1936,men,,CAN,harold webster,None,Did not finish
55,berlin-1936,men,,ARG,juan carlos zabala,None,Did not finish
56,berlin-1936,men,,BEL,jean chapelle,None,Did not start
57,berlin-1936,men,,CAN,vincent callard,None,Did not start
58,berlin-1936,men,,COL,jorge perry,None,Did not start
59,berlin-1936,men,,SUI,ernst hirt,None,Did not start
