,year,gender,rank,country_code,name,time,notes,country_x,ISO_x,Latitude (average)_x,Longitude (average)_x,country_y,ISO_y,Latitude (average)_y,Longitude (average)_y,country,ISO,Latitude (average),Longitude (average)
1980,barcelona-1992,men,13,USA,ed eyestone,2:15:23.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
1981,barcelona-1992,men,14,KEN,boniface merande,2:15:46.00,,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
1982,barcelona-1992,men,15,NED,albert van vlaanderen,2:15:47.00,,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75
1983,barcelona-1992,men,16,NZL,rex albert wilson,2:15:51.00,,New Zealand,NZL,-41.0,174.0,New Zealand,NZL,-41.0,174.0,New Zealand,NZL,-41.0,174.0
1984,barcelona-1992,men,17,USA,robert kempainen,2:15:53.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
1985,barcelona-1992,men,18,ESP,rodrigo gavela rodriguez,2:16:23.00,,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0
1986,barcelona-1992,men,19,TCH,karel david,2:16:34.00,,,,,,,,,,,,,
1987,barcelona-1992,men,20,POL,leszek beblo,2:16:38.00,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
1988,barcelona-1992,men,21,POL,wieslaw perszke,2:16:38.00,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
1989,barcelona-1992,men,22,EUN,iakov tolstikov,2:17:04.00,,,,,,,,,,,,,
1990,barcelona-1992,men,23,ETH,tena megere,2:17:07.00,,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
1991,barcelona-1992,men,24,BRA,osmiro de souza silva,2:17:16.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
1992,barcelona-1992,men,25,RSA,abel mokibe,2:17:24.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
1993,barcelona-1992,men,26,AUS,rob de castella,2:17:44.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
1994,barcelona-1992,men,27,GBR,steve brace,2:17:49.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
1995,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
1996,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
1997,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
1998,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
1999,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
2000,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
2001,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
2002,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
2003,barcelona-1992,men,29,MEX,jose isidro rico rangel,2:18:52.00,,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
2004,barcelona-1992,men,30,DJI,hussein ahmed salah,2:19:04.00,,Djibouti,DJI,11.5,43.0,Djibouti,DJI,11.5,43.0,Djibouti,DJI,11.5,43.0
2005,barcelona-1992,men,31,FRA,dominique chauvelier,2:19:09.00,,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
2006,barcelona-1992,men,32,ESP,jose esteban montiel gomez,2:19:15.00,,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0
2007,barcelona-1992,men,33,LES,thabiso paul moqhali,2:19:28.00,,Lesotho,LSO,-29.5,28.5,Lesotho,LSO,-29.5,28.5,Lesotho,LSO,-29.5,28.5
2008,barcelona-1992,men,34,TAN,juma ikangaa,2:19:34.00,,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0
2009,barcelona-1992,men,35,NZL,derek froude,2:19:37.00,,New Zealand,NZL,-41.0,174.0,New Zealand,NZL,-41.0,174.0,New Zealand,NZL,-41.0,174.0
2010,barcelona-1992,men,36,KEN,douglas wakiihuri,2:19:38.00,,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
2011,barcelona-1992,men,37,KEN,ibrahim hussein,2:19:49.00,,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
2012,barcelona-1992,men,38,HUN,gyula borka,2:20:46.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
2013,barcelona-1992,men,39,GBR,david long,2:20:51.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
2014,barcelona-1992,men,40,SLO,miroslav vindis,2:21:03.00,,Slovenia,SVN,46.0,15.0,Slovenia,SVN,46.0,15.0,Slovenia,SVN,46.0,15.0
2015,barcelona-1992,men,41,GBR,paul davies-hale,2:21:15.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
2016,barcelona-1992,men,42,SWZ,elphas ginindza,2:21:15.00,,Eswatini,SWZ,-26.5,31.5,Eswatini,SWZ,-26.5,31.5,Eswatini,SWZ,-26.5,31.5
2017,barcelona-1992,men,43,ECU,rolando vera,2:21:30.00,,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5
2018,barcelona-1992,men,44,ITA,alessio faustini,2:21:37.00,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
2019,barcelona-1992,men,45,FRA,luis soares,2:21:57.00,,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
2020,barcelona-1992,men,46,CMR,paul kuete,2:22:43.00,,Cameroon,CMR,6.0,12.0,Cameroon,CMR,6.0,12.0,Cameroon,CMR,6.0,12.0
2021,barcelona-1992,men,47,AUT,helmut schmuck,2:23:38.00,,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333
2022,barcelona-1992,men,48,AUS,stephen moneghetti,2:23:42.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
2023,barcelona-1992,men,49,GER,konrad waldemar dobler,2:23:44.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
2024,barcelona-1992,men,50,COD,willy kalombo,2:23:47.00,,"Congo, Democratic Republic of the[5]",COD,0.0,25.0,"Congo, Democratic Republic of the[5]",COD,0.0,25.0,"Congo, Democratic Republic of the[5]",COD,0.0,25.0
2025,barcelona-1992,men,51,IRL,john treacy,2:24:11.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
2026,barcelona-1992,men,52,PHI,herman suizo,2:25:18.00,,Philippines,PHL,13.0,122.0,Philippines,PHL,13.0,122.0,Philippines,PHL,13.0,122.0
2027,barcelona-1992,men,53,ARU,kimball peter reynierse,2:25:31.00,,Aruba,ABW,12.5,-69.9667,Aruba,ABW,12.5,-69.9667,Aruba,ABW,12.5,-69.9667
2028,barcelona-1992,men,54,URU,nelson e. zamora villalba,2:25:32.00,,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0
2029,barcelona-1992,men,55,SUI,daniel boltz,2:25:50.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
2030,barcelona-1992,men,56,BRA,joseildo rocha da silva,2:26:00.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
2031,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2032,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2033,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2034,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2035,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2036,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2037,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2038,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0,Bolivia,BOL,-17.0,-65.0
2039,barcelona-1992,men,58,ZIM,cephas matafi,2:26:17.00,,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0
2040,barcelona-1992,men,59,ALG,mohamed salmi,2:26:56.00,,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0
2041,barcelona-1992,men,60,RWA,ildephonse sehirwa,2:27:44.00,,Rwanda,RWA,-2.0,30.0,Rwanda,RWA,-2.0,30.0,Rwanda,RWA,-2.0,30.0
2042,barcelona-1992,men,61,ETH,zerehune gizaw,2:28:25.00,,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
2043,barcelona-1992,men,62,CHI,jaime enrique ojeda paredes,2:28:39.00,,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0
2044,barcelona-1992,men,63,MAW,smartex godfrey tambala,2:29:02.00,,Malawi,MWI,-13.5,34.0,Malawi,MWI,-13.5,34.0,Malawi,MWI,-13.5,34.0
2045,barcelona-1992,men,64,FRA,pascal zilliox,2:30:02.00,,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
2046,barcelona-1992,men,65,CRC,luis lopez rocer,2:30:26.00,,Costa Rica,CRI,10.0,-84.0,Costa Rica,CRI,10.0,-84.0,Costa Rica,CRI,10.0,-84.0
2047,barcelona-1992,men,66,SMR,gian luigi macina,2:30:45.00,,San Marino,SMR,43.7667,12.4167,San Marino,SMR,43.7667,12.4167,San Marino,SMR,43.7667,12.4167
2048,barcelona-1992,men,67,NIG,abdou manzo,2:31:15.00,,Niger,NER,16.0,8.0,Niger,NER,16.0,8.0,Niger,NER,16.0,8.0
2049,barcelona-1992,men,68,LIE,roland wille,2:31:32.00,,Liechtenstein,LIE,47.1667,9.5333,Liechtenstein,LIE,47.1667,9.5333,Liechtenstein,LIE,47.1667,9.5333
2050,barcelona-1992,men,69,NAM,tuihaleni frank kayele,2:31:41.00,,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0
2051,barcelona-1992,men,70,NEP,haribahadur rokaya,2:32:26.00,,Nepal,NPL,28.0,84.0,Nepal,NPL,28.0,84.0,Nepal,NPL,28.0,84.0
2052,barcelona-1992,men,71,SRI,kuruppu a. karunaratne,2:32:26.00,,Sri Lanka,LKA,7.0,81.0,Sri Lanka,LKA,7.0,81.0,Sri Lanka,LKA,7.0,81.0
2053,barcelona-1992,men,72,IRL,thomas joseph hughes,2:32:55.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
2054,barcelona-1992,men,73,NCA,william aguirre,2:34:18.00,,Nicaragua,NIC,13.0,-85.0,Nicaragua,NIC,13.0,-85.0,Nicaragua,NIC,13.0,-85.0
2055,barcelona-1992,men,74,CAF,ferdinand amadi,2:35:39.00,,Central African Republic,CAF,7.0,21.0,Central African Republic,CAF,7.0,21.0,Central African Republic,CAF,7.0,21.0
2056,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2057,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2058,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2059,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2060,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2061,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2062,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2063,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
2064,barcelona-1992,men,76,HAI,dieudonne lamothe,2:36:11.00,,Haiti,HTI,19.0,-72.4167,Haiti,HTI,19.0,-72.4167,Haiti,HTI,19.0,-72.4167
2065,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2066,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2067,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2068,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2069,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2070,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2071,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2072,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0,Myanmar,MMR,22.0,98.0
2073,barcelona-1992,men,78,ISV,calvin dallas,2:38:11.00,,United States Virgin Islands[19],VIR,18.3333,-64.8333,United States Virgin Islands[19],VIR,18.3333,-64.8333,United States Virgin Islands[19],VIR,18.3333,-64.8333
2074,barcelona-1992,men,79,BRN,saad mubarak ali ali,2:39:19.00,,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55
2075,barcelona-1992,men,80,PRK,okhyon ryu,2:40:51.00,,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0
2076,barcelona-1992,men,81,MAD,alain clerk razahasoa,2:41:41.00,,Madagascar,MDG,-20.0,47.0,Madagascar,MDG,-20.0,47.0,Madagascar,MDG,-20.0,47.0
2077,barcelona-1992,men,82,UGA,michael lopeyok,2:42:54.00,,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0
2078,barcelona-1992,men,83,BOT,benjamin keleketu,2:45:57.00,,Botswana,BWA,-22.0,24.0,Botswana,BWA,-22.0,24.0,Botswana,BWA,-22.0,24.0
2079,barcelona-1992,men,84,SYR,moussa alhariri,2:47:06.00,,Syria,SYR,35.0,38.0,Syria,SYR,35.0,38.0,Syria,SYR,35.0,38.0
2080,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2081,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2082,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2083,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2084,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2085,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2086,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2087,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0,Vietnam,VNM,16.0,106.0
2088,barcelona-1992,men,86,MDV,hussein haleem,3:04:16.00,,Maldives,MDV,3.25,73.0,Maldives,MDV,3.25,73.0,Maldives,MDV,3.25,73.0
2089,barcelona-1992,men,87,MGL,tuul pyambuugiin,4:00:44.00,,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0
2090,barcelona-1992,men,,DJI,talan omar abdillahi,None,Did not finish,Djibouti,DJI,11.5,43.0,Djibouti,DJI,11.5,43.0,Djibouti,DJI,11.5,43.0
2091,barcelona-1992,men,,HON,polin belisle,None,Did not finish,Honduras,HND,15.0,-86.5,Honduras,HND,15.0,-86.5,Honduras,HND,15.0,-86.5
2092,barcelona-1992,men,,ITA,gelindo bordin,None,Did not finish,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
2093,barcelona-1992,men,,TAN,john burra,None,Did not finish,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0
2094,barcelona-1992,men,,POR,dionisio castro,None,Did not finish,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
2095,barcelona-1992,men,,MEX,dionicio ceron,None,Did not finish,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
2096,barcelona-1992,men,,CUB,ignacio alberto cuba carrero,None,Did not finish,Cuba,CUB,21.5,-80.0,Cuba,CUB,21.5,-80.0,Cuba,CUB,21.5,-80.0
2097,barcelona-1992,men,,NED,tonnie dirks,None,Did not finish,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75
2098,barcelona-1992,men,,BRA,diamantino dos santos,None,Did not finish,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
2099,barcelona-1992,men,,PUR,jorge gonzalez rivera,None,Did not finish,Puerto Rico,PRI,18.25,-66.5,Puerto Rico,PRI,18.25,-66.5,Puerto Rico,PRI,18.25,-66.5
2100,barcelona-1992,men,,CAN,peter kevin maher,None,Did not finish,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
2101,barcelona-1992,men,,ETH,abebe mekonnen,None,Did not finish,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
2102,barcelona-1992,men,,MTN,mohamed ould khalifa,None,Did not finish,Mauritania,MRT,20.0,-12.0,Mauritania,MRT,20.0,-12.0,Mauritania,MRT,20.0,-12.0
2103,barcelona-1992,men,,POR,joaquim pinheiro,None,Did not finish,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
2104,barcelona-1992,men,,POR,antonio pinto,None,Did not finish,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
2105,barcelona-1992,men,,FIJ,bineshwar prasad,None,Did not finish,Fiji,FJI,-18.0,175.0,Fiji,FJI,-18.0,175.0,Fiji,FJI,-18.0,175.0
2106,barcelona-1992,men,,COL,carlos mario grisales,None,Did not finish,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0
2107,barcelona-1992,men,,IRL,andrew ronan,None,Did not finish,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
2108,barcelona-1992,men,,RSA,zithulele sinqe,None,Did not finish,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
2109,barcelona-1992,men,,NAM,lucketz swartbooi,None,Did not finish,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0
2110,barcelona-1992,men,,HUN,csaba szucs,None,Did not finish,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
2111,barcelona-1992,men,,TAN,simon robert naali,None,Did not finish,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0
2112,barcelona-1992,men,,RSA,jan tau,None,Did not finish,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
2113,barcelona-1992,men,,MEX,salvador garcía,None,Did not start,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
2114,barcelona-1992,men,,EUN,vladimir bukhanov,None,Did not start,,,,,,,,,,,,
2115,barcelona-1992,women,G,EUN,valentina yegorova,2:32:41.00,,,,,,,,,,,,,
2116,barcelona-1992,women,S,JPN,yuko arimori,2:32:49.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
2117,barcelona-1992,women,B,NZL,lorraine mary moller,2:33:59.00,,New Zealand,NZL,-41.0,174.0,New Zealand,NZL,-41.0,174.0,New Zealand,NZL,-41.0,174.0
2118,barcelona-1992,women,4,JPN,sachiko yamashita,2:36:26.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
2119,barcelona-1992,women,5,GER,katrin dörre,2:36:48.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
2120,barcelona-1992,women,6,PRK,gyong-ae mun,2:37:03.00,,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0
2121,barcelona-1992,women,7,POR,manuela machado,2:38:22.00,,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
2122,barcelona-1992,women,8,EUN,ramilia burangulova,2:38:46.00,,,,,,,,,,,,,
2123,barcelona-1992,women,9,RSA,colleen de reuck,2:39:03.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
2124,barcelona-1992,women,10,USA,cathy o'brien,2:39:42.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
2125,barcelona-1992,women,11,HUN,karolina szabo,2:40:10.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
2126,barcelona-1992,women,12,USA,francie larrieu-smith,2:41:09.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
2127,barcelona-1992,women,13,GBR,sally rose eastall,2:41:20.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
2128,barcelona-1992,women,14,FIN,ritva k. lemettinen,2:41:48.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
2129,barcelona-1992,women,15,GER,birgit jerschabek,2:42:45.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
2130,barcelona-1992,women,16,GBR,marie antoinette marot,2:42:55.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
2131,barcelona-1992,women,17,BRA,marcia narloch,2:44:32.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
