,year,gender,rank,country_code,name,time,notes,country_x,ISO_x,Latitude (average)_x,Longitude (average)_x,country_y,ISO_y,Latitude (average)_y,Longitude (average)_y,country,ISO,Latitude (average),Longitude (average)
156,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
157,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
158,rio-2016,men,131,GRE,mikhailis kalomoiris,2:37:03.00,,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0
159,rio-2016,men,132,THA,boonthung srisung,2:37:46.00,,Thailand,THA,15.0,100.0,Thailand,THA,15.0,100.0,Thailand,THA,15.0,100.0
160,rio-2016,men,133,POR,ricardo ribas,2:38:29.00,,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
161,rio-2016,men,134,PAN,jorge castelblanco,2:39:25.00,,Panama,PAN,9.0,-80.0,Panama,PAN,9.0,-80.0,Panama,PAN,9.0,-80.0
162,rio-2016,men,135,PAR,derlys ayala,2:39:40.00,,Paraguay,PRY,-23.0,-58.0,Paraguay,PRY,-23.0,-58.0,Paraguay,PRY,-23.0,-58.0
163,rio-2016,men,136,ARG,federico bruno,2:40:05.00,,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
164,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
165,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
166,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
167,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
168,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
169,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
170,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
171,rio-2016,men,137,KOR,jungsub shim,2:42:42.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
172,rio-2016,men,138,CAM,kuniaki takizaki,2:45:55.00,,Cambodia,KHM,13.0,105.0,Cambodia,KHM,13.0,105.0,Cambodia,KHM,13.0,105.0
173,rio-2016,men,139,JOR,methkal abu drais,2:46:18.00,,Jordan,JOR,31.0,36.0,Jordan,JOR,31.0,36.0,Jordan,JOR,31.0,36.0
174,rio-2016,men,,KEN,wesley korir,None,Did not finish,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
175,rio-2016,men,,KEN,stanley kipleting biwott,None,Did not finish,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
176,rio-2016,men,,BRN,isaac korir,None,Did not finish,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55
177,rio-2016,men,,LES,tsepo mathibelle,None,Did not finish,Lesotho,LSO,-29.5,28.5,Lesotho,LSO,-29.5,28.5,Lesotho,LSO,-29.5,28.5
178,rio-2016,men,,TUN,wissem hosni,None,Did not finish,Tunisia,TUN,34.0,9.0,Tunisia,TUN,34.0,9.0,Tunisia,TUN,34.0,9.0
179,rio-2016,men,,POL,henryk szost,None,Did not finish,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
180,rio-2016,men,,RSA,lungile gongqa,None,Did not finish,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
181,rio-2016,men,,ALG,el hadi laameche,None,Did not finish,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0
182,rio-2016,men,,BRN,alemu bekele,None,Did not finish,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55
183,rio-2016,men,,BDI,abraham niyonkuru,None,Did not finish,Burundi,BDI,-3.5,30.0,Burundi,BDI,-3.5,30.0,Burundi,BDI,-3.5,30.0
184,rio-2016,men,,ZIM,wirimai juwawo,None,Did not finish,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0
185,rio-2016,men,,ETH,tesfaye abera,None,Did not finish,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
186,rio-2016,men,,GBR,tsegai tewelde,None,Did not finish,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
187,rio-2016,men,,ITA,daniele meucci,None,Did not finish,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
188,rio-2016,men,,UZB,andrey petrov,None,Did not finish,Uzbekistan,UZB,41.0,64.0,Uzbekistan,UZB,41.0,64.0,Uzbekistan,UZB,41.0,64.0
189,rio-2016,men,,MAR,abdelmajid el hissouf,None,Disqualified,Morocco,MAR,32.0,-5.0,Morocco,MAR,32.0,-5.0,Morocco,MAR,32.0,-5.0
190,rio-2016,women,G,KEN,jemima jelagat sumgong,2:24:04.00,,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
191,rio-2016,women,S,BRN,eunice jepkirui kirwa,2:24:13.00,,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55
192,rio-2016,women,B,ETH,mare dibaba,2:24:30.00,,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
193,rio-2016,women,4,ETH,tirfi tsegaye,2:24:47.00,,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
194,rio-2016,women,5,BLR,olga mazuryonok,2:24:48.00,,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0
195,rio-2016,women,6,USA,shalane flanagan,2:25:26.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
196,rio-2016,women,7,USA,desiree linden,2:26:08.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
197,rio-2016,women,8,BRN,rose chelimo,2:27:36.00,,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55,Bahrain,BHR,26.0,50.55
198,rio-2016,women,9,USA,amy cragg,2:28:25.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
199,rio-2016,women,10,PRK,hye-song kim,2:28:36.00,,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0
200,rio-2016,women,11,PRK,hye-gyong kim,2:28:36.00,,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0
201,rio-2016,women,12,LAT,jelena prokopcuka,2:29:32.00,,Latvia,LVA,57.0,25.0,Latvia,LVA,57.0,25.0,Latvia,LVA,57.0,25.0
202,rio-2016,women,13,ITA,valeria straneo,2:29:44.00,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
203,rio-2016,women,14,JPN,kayoko fukushi,2:29:53.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
204,rio-2016,women,15,PER,gladys tejeda,2:29:55.00,,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0
205,rio-2016,women,16,POR,ana dulce felix,2:30:39.00,,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
206,rio-2016,women,17,LTU,diana lobacevske,2:30:48.00,,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0
207,rio-2016,women,18,AUS,milly clark,2:30:53.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
208,rio-2016,women,19,JPN,tomomi tanaka,2:31:12.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
209,rio-2016,women,20,IRL,fionnuala mccormack,2:31:22.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
210,rio-2016,women,21,POL,iwona lewandowska,2:31:41.00,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
211,rio-2016,women,22,AUS,jessica trengove,2:31:44.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
212,rio-2016,women,23,POL,monika drybulska,2:32:49.00,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
213,rio-2016,women,24,CAN,lanni marchant,2:33:08.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
214,rio-2016,women,25,ITA,catherine bertone,2:33:29.00,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
215,rio-2016,women,26,CZE,eva vrabcova - nyvltova,2:33:51.00,,Czech Republic,CZE,49.75,15.5,Czech Republic,CZE,49.75,15.5,Czech Republic,CZE,49.75,15.5
216,rio-2016,women,27,MDA,lilia fisikowici,2:34:05.00,,Moldova,MDA,47.0,29.0,Moldova,MDA,47.0,29.0,Moldova,MDA,47.0,29.0
217,rio-2016,women,28,GBR,alyson dixon,2:34:11.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
218,rio-2016,women,29,SUI,maja neuenschwander,2:34:27.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
219,rio-2016,women,30,GBR,sonia samuels,2:34:36.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
220,rio-2016,women,31,AUS,lisa jane weightman,2:34:41.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
221,rio-2016,women,32,MEX,madai perez,2:34:42.00,,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
222,rio-2016,women,33,UKR,olha kotovska,2:34:57.00,,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0
223,rio-2016,women,34,ESP,azucena diaz,2:35:02.00,,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0
224,rio-2016,women,35,CAN,krista duchene,2:35:29.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
225,rio-2016,women,36,PER,jovana de la cruz,2:35:49.00,,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0
226,rio-2016,women,37,LTU,rasa drazdauskaite,2:35:50.00,,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0
227,rio-2016,women,38,LTU,vaida zusinaite,2:35:53.00,,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0
228,rio-2016,women,39,HKG,kit-ching yiu,2:36:11.00,,Hong Kong[9],HKG,22.25,114.1667,Hong Kong[9],HKG,22.25,114.1667,Hong Kong[9],HKG,22.25,114.1667
229,rio-2016,women,40,DEN,jessica draskau-petersson,2:36:14.00,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
230,rio-2016,women,41,NAM,beata naigambo,2:36:32.00,,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0
231,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
232,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
233,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
234,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
235,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
236,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
237,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
238,rio-2016,women,42,KOR,seul-ki ahn,2:36:50.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
239,rio-2016,women,43,COL,angie orjuela,2:37:05.00,,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0
240,rio-2016,women,44,GER,anja scherl,2:37:23.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
241,rio-2016,women,45,BLR,marina domantsevich,2:37:34.00,,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0
242,rio-2016,women,46,JPN,mai ito,2:37:37.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
243,rio-2016,women,47,BEL,veerle dejaeghere,2:37:39.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
244,rio-2016,women,48,MEX,margarita hernandez,2:38:15.00,,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
245,rio-2016,women,49,PRK,kum ok kim,2:38:24.00,,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0
246,rio-2016,women,50,ALG,kenza dahmani tifahi,2:38:37.00,,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0
247,rio-2016,women,51,FIN,anne-mari hyrylainen,2:39:02.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
248,rio-2016,women,52,HUN,zsofia erdelyi,2:39:04.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
249,rio-2016,women,53,CHN,chao yue,2:39:09.00,,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0
250,rio-2016,women,54,UZB,sitora hamidova,2:39:45.00,,Uzbekistan,UZB,41.0,64.0,Uzbekistan,UZB,41.0,64.0,Uzbekistan,UZB,41.0,64.0
251,rio-2016,women,55,DEN,anne holm baumeister,2:39:49.00,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
252,rio-2016,women,56,NAM,helalia johannes,2:39:55.00,,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0
253,rio-2016,women,57,IRL,lizzie lee,2:39:57.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
254,rio-2016,women,58,TUR,esma aydemir,2:39:59.00,,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0
255,rio-2016,women,59,KGZ,yuliya arkhipova-andreyeva,2:40:34.00,,Kyrgyzstan,KGZ,41.0,75.0,Kyrgyzstan,KGZ,41.0,75.0,Kyrgyzstan,KGZ,41.0,75.0
256,rio-2016,women,60,NED,andrea deelstra,2:40:49.00,,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75
257,rio-2016,women,61,LAT,ilona marhele,2:41:02.00,,Latvia,LVA,57.0,25.0,Latvia,LVA,57.0,25.0,Latvia,LVA,57.0,25.0
258,rio-2016,women,62,KGZ,viktoriia poliudina,2:41:37.00,,Kyrgyzstan,KGZ,41.0,75.0,Kyrgyzstan,KGZ,41.0,75.0,Kyrgyzstan,KGZ,41.0,75.0
259,rio-2016,women,63,RSA,dina lebo phalula,2:41:46.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
260,rio-2016,women,64,AUT,andrea mayr,2:41:52.00,,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333
261,rio-2016,women,65,HUN,krisztina papp,2:42:03.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
262,rio-2016,women,66,UKR,svitlana stanko-klymenko,2:42:26.00,,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0
263,rio-2016,women,67,PLE,mayada sayyad,2:42:28.00,,State of Palestine,PSE,32.0,35.25,State of Palestine,PSE,32.0,35.25,State of Palestine,PSE,32.0,35.25
264,rio-2016,women,68,UGA,nyakisi adero,2:42:39.00,,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0
265,rio-2016,women,69,BRA,adriana aparecida da silva,2:43:22.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
266,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
267,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
268,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
269,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
270,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
271,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
272,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
273,rio-2016,women,70,KOR,gyeong-hui im,2:43:31.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
274,rio-2016,women,71,PUR,beverly ramos,2:43:52.00,,Puerto Rico,PRI,18.25,-66.5,Puerto Rico,PRI,18.25,-66.5,Puerto Rico,PRI,18.25,-66.5
275,rio-2016,women,72,MGL,mönkhzayaa bayartsogtyn,2:43:55.00,,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0
276,rio-2016,women,73,COL,erika abril,2:44:05.00,,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0
277,rio-2016,women,74,BEL,manuela soccol,2:44:18.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
278,rio-2016,women,75,NAM,alina armas,2:44:20.00,,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0
279,rio-2016,women,76,IRL,breege connolly,2:44:41.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
280,rio-2016,women,77,UZB,marina hmelevskaya,2:45:06.00,,Uzbekistan,UZB,41.0,64.0,Uzbekistan,UZB,41.0,64.0,Uzbekistan,UZB,41.0,64.0
281,rio-2016,women,78,BRA,marily dos santos,2:45:08.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
282,rio-2016,women,79,CHN,shaoqing hua,2:45:09.00,,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0
283,rio-2016,women,80,ERI,nebiat habtemariam,2:45:21.00,,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0
284,rio-2016,women,81,GER,anna hahner,2:45:32.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
285,rio-2016,women,82,GER,lisa hahner,2:45:33.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
286,rio-2016,women,83,HUN,tunde szabo,2:45:37.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
287,rio-2016,women,84,BEL,els rens,2:45:52.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
288,rio-2016,women,85,MGL,otgonbayar luvsanlundeg,2:45:55.00,,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0
289,rio-2016,women,86,KEN,visiline jepkesho,2:46:05.00,,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
290,rio-2016,women,87,UKR,nataliya lehonkova,2:46:08.00,,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0
291,rio-2016,women,88,GRE,ourania rebouli,2:46:32.00,,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0
292,rio-2016,women,89,IND,o. p. jaisha,2:47:19.00,,India,IND,20.0,77.0,India,IND,20.0,77.0,India,IND,20.0,77.0
293,rio-2016,women,90,ISR,maor tiyouri,2:47:27.00,,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75
294,rio-2016,women,91,THA,jane vongvorachoti,2:47:27.00,,Thailand,THA,15.0,100.0,Thailand,THA,15.0,100.0,Thailand,THA,15.0,100.0
295,rio-2016,women,92,ZIM,rutendo joan nyahora,2:47:32.00,,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0
296,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
297,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
298,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
299,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
300,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
301,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
302,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
303,rio-2016,women,93,VEN,yolymar pineda,2:47:34.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
